0 0 0 -1  鬼0 无将 胡了
0 2 0 1111  鬼2 无将 胡东胡南胡西胡北
0 2 1 -1  鬼2 有将 胡了
0 4 1 1111  鬼4 有将 胡东胡南胡西胡北
0 1 1 1111  鬼1 有将 胡东胡南胡西胡北
0 3 0 -1  鬼3 无将 胡了
1130 3 0 1111 东南西西西 鬼3 无将 胡东胡南胡西胡北
1130 3 1 -1 东南西西西 鬼3 有将 胡了
110 0 0 1001 南西 鬼0 无将 胡东胡北
110 2 1 1111 南西 鬼2 有将 胡东胡南胡西胡北
110 4 0 -1 南西 鬼4 无将 胡了
110 1 0 -1 南西 鬼1 无将 胡了
110 3 0 1111 南西 鬼3 无将 胡东胡南胡西胡北
110 3 1 -1 南西 鬼3 有将 胡了
1131 0 0 -1 东南西西西北 鬼0 无将 胡了
1131 2 0 1111 东南西西西北 鬼2 无将 胡东胡南胡西胡北
1131 2 1 -1 东南西西西北 鬼2 有将 胡了
1131 4 1 1111 东南西西西北 鬼4 有将 胡东胡南胡西胡北
1131 1 1 1111 东南西西西北 鬼1 有将 胡东胡南胡西胡北
1131 3 0 -1 东南西西西北 鬼3 无将 胡了
111 0 0 -1 南西北 鬼0 无将 胡了
111 2 0 1111 南西北 鬼2 无将 胡东胡南胡西胡北
111 2 1 -1 南西北 鬼2 有将 胡了
111 4 1 1111 南西北 鬼4 有将 胡东胡南胡西胡北
111 1 1 1111 南西北 鬼1 有将 胡东胡南胡西胡北
111 3 0 -1 南西北 鬼3 无将 胡了
4203 2 0 111 东东东东南南北北北 鬼2 无将 胡南胡西胡北
112 0 1 1001 南西北北 鬼0 有将 胡东胡北
4203 2 1 -1 东东东东南南北北北 鬼2 有将 胡了
112 2 0 -1 南西北北 鬼2 无将 胡了
4203 4 1 111 东东东东南南北北北 鬼4 有将 胡南胡西胡北
112 4 0 1111 南西北北 鬼4 无将 胡东胡南胡西胡北
4203 1 1 111 东东东东南南北北北 鬼1 有将 胡南胡西胡北
4203 3 0 -1 东东东东南南北北北 鬼3 无将 胡了
112 4 1 -1 南西北北 鬼4 有将 胡了
4204 0 1 110 东东东东南南北北北北 鬼0 有将 胡南胡西
112 1 0 1111 南西北北 鬼1 无将 胡东胡南胡西胡北
4204 2 0 -1 东东东东南南北北北北 鬼2 无将 胡了
1132 0 1 1111 东南西西西北北 鬼0 有将 胡东胡南胡西胡北
4204 4 0 110 东东东东南南北北北北 鬼4 无将 胡南胡西
112 1 1 -1 南西北北 鬼1 有将 胡了
4204 4 1 -1 东东东东南南北北北北 鬼4 有将 胡了
1132 2 0 -1 东南西西西北北 鬼2 无将 胡了
4204 1 0 110 东东东东南南北北北北 鬼1 无将 胡南胡西
112 3 1 1111 南西北北 鬼3 有将 胡东胡南胡西胡北
4204 1 1 -1 东东东东南南北北北北 鬼1 有将 胡了
1132 4 0 1111 东南西西西北北 鬼4 无将 胡东胡南胡西胡北
4204 3 1 110 东东东东南南北北北北 鬼3 有将 胡南胡西
1132 4 1 -1 东南西西西北北 鬼4 有将 胡了
1132 1 0 1111 东南西西西北北 鬼1 无将 胡东胡南胡西胡北
1132 1 1 -1 东南西西西北北 鬼1 有将 胡了
1132 3 1 1111 东南西西西北北 鬼3 有将 胡东胡南胡西胡北
4202 0 0 10 东东东东南南北北 鬼0 无将 胡西
4202 0 1 -1 东东东东南南北北 鬼0 有将 胡了
4202 2 1 111 东东东东南南北北 鬼2 有将 胡南胡西胡北
4202 4 0 -1 东东东东南南北北 鬼4 无将 胡了
4202 1 0 -1 东东东东南南北北 鬼1 无将 胡了
4202 3 0 111 东东东东南南北北 鬼3 无将 胡南胡西胡北
4202 3 1 -1 东东东东南南北北 鬼3 有将 胡了
113 0 0 1001 南西北北北 鬼0 无将 胡东胡北
113 0 1 -1 南西北北北 鬼0 有将 胡了
113 2 1 1111 南西北北北 鬼2 有将 胡东胡南胡西胡北
114 0 0 -1 南西北北北北 鬼0 无将 胡了
114 2 0 1110 南西北北北北 鬼2 无将 胡东胡南胡西
113 4 0 -1 南西北北北 鬼4 无将 胡了
113 1 0 -1 南西北北北 鬼1 无将 胡了
1133 0 0 1111 东南西西西北北北 鬼0 无将 胡东胡南胡西胡北
114 2 1 -1 南西北北北北 鬼2 有将 胡了
114 4 1 1110 南西北北北北 鬼4 有将 胡东胡南胡西
1133 0 1 -1 东南西西西北北北 鬼0 有将 胡了
113 3 0 1111 南西北北北 鬼3 无将 胡东胡南胡西胡北
1133 2 1 1111 东南西西西北北北 鬼2 有将 胡东胡南胡西胡北
114 1 1 1110 南西北北北北 鬼1 有将 胡东胡南胡西
114 3 0 -1 南西北北北北 鬼3 无将 胡了
1133 4 0 -1 东南西西西北北北 鬼4 无将 胡了
113 3 1 -1 南西北北北 鬼3 有将 胡了
1133 1 0 -1 东南西西西北北北 鬼1 无将 胡了
1133 3 0 1111 东南西西西北北北 鬼3 无将 胡东胡南胡西胡北
1140 0 0 -1 东南西西西西 鬼0 无将 胡了
1133 3 1 -1 东南西西西北北北 鬼3 有将 胡了
1134 0 0 -1 东南西西西北北北北 鬼0 无将 胡了
1140 2 0 1101 东南西西西西 鬼2 无将 胡东胡南胡北
1140 2 1 -1 东南西西西西 鬼2 有将 胡了
1134 2 0 1110 东南西西西北北北北 鬼2 无将 胡东胡南胡西
1134 2 1 -1 东南西西西北北北北 鬼2 有将 胡了
1134 4 1 1110 东南西西西北北北北 鬼4 有将 胡东胡南胡西
1140 4 1 1101 东南西西西西 鬼4 有将 胡东胡南胡北
1140 1 1 1101 东南西西西西 鬼1 有将 胡东胡南胡北
1140 3 0 -1 东南西西西西 鬼3 无将 胡了
1134 1 1 1110 东南西西西北北北北 鬼1 有将 胡东胡南胡西
4210 0 1 111 东东东东南南西 鬼0 有将 胡南胡西胡北
1134 3 0 -1 东南西西西北北北北 鬼3 无将 胡了
4210 2 0 -1 东东东东南南西 鬼2 无将 胡了
4210 4 0 111 东东东东南南西 鬼4 无将 胡南胡西胡北
4210 4 1 -1 东东东东南南西 鬼4 有将 胡了
4210 1 0 111 东东东东南南西 鬼1 无将 胡南胡西胡北
4210 1 1 -1 东东东东南南西 鬼1 有将 胡了
4210 3 1 111 东东东东南南西 鬼3 有将 胡南胡西胡北
4211 0 0 111 东东东东南南西北 鬼0 无将 胡南胡西胡北
4211 0 1 -1 东东东东南南西北 鬼0 有将 胡了
4211 2 1 111 东东东东南南西北 鬼2 有将 胡南胡西胡北
4211 4 0 -1 东东东东南南西北 鬼4 无将 胡了
4211 1 0 -1 东东东东南南西北 鬼1 无将 胡了
4211 3 0 111 东东东东南南西北 鬼3 无将 胡南胡西胡北
4211 3 1 -1 东东东东南南西北 鬼3 有将 胡了
120 2 0 1111 南西西 鬼2 无将 胡东胡南胡西胡北
120 2 1 -1 南西西 鬼2 有将 胡了
120 4 1 1111 南西西 鬼4 有将 胡东胡南胡西胡北
120 1 1 1111 南西西 鬼1 有将 胡东胡南胡西胡北
120 3 0 -1 南西西 鬼3 无将 胡了
1141 0 1 1101 东南西西西西北 鬼0 有将 胡东胡南胡北
1141 2 0 -1 东南西西西西北 鬼2 无将 胡了
1141 4 0 1101 东南西西西西北 鬼4 无将 胡东胡南胡北
1141 4 1 -1 东南西西西西北 鬼4 有将 胡了
1141 1 0 1101 东南西西西西北 鬼1 无将 胡东胡南胡北
1141 1 1 -1 东南西西西西北 鬼1 有将 胡了
1141 3 1 1101 东南西西西西北 鬼3 有将 胡东胡南胡北
4214 0 0 110 东东东东南南西北北北北 鬼0 无将 胡南胡西
121 0 1 1010 南西西北 鬼0 有将 胡东胡西
4214 0 1 -1 东东东东南南西北北北北 鬼0 有将 胡了
121 2 0 -1 南西西北 鬼2 无将 胡了
4214 2 1 110 东东东东南南西北北北北 鬼2 有将 胡南胡西
121 4 0 1111 南西西北 鬼4 无将 胡东胡南胡西胡北
4214 1 0 -1 东东东东南南西北北北北 鬼1 无将 胡了
1142 0 0 1101 东南西西西西北北 鬼0 无将 胡东胡南胡北
4214 3 0 110 东东东东南南西北北北北 鬼3 无将 胡南胡西
121 4 1 -1 南西西北 鬼4 有将 胡了
4214 3 1 -1 东东东东南南西北北北北 鬼3 有将 胡了
1142 0 1 -1 东南西西西西北北 鬼0 有将 胡了
121 1 0 1111 南西西北 鬼1 无将 胡东胡南胡西胡北
1142 2 1 1101 东南西西西西北北 鬼2 有将 胡东胡南胡北
121 1 1 -1 南西西北 鬼1 有将 胡了
1142 4 0 -1 东南西西西西北北 鬼4 无将 胡了
121 3 1 1111 南西西北 鬼3 有将 胡东胡南胡西胡北
1142 1 0 -1 东南西西西西北北 鬼1 无将 胡了
1142 3 0 1101 东南西西西西北北 鬼3 无将 胡东胡南胡北
1142 3 1 -1 东南西西西西北北 鬼3 有将 胡了
122 0 0 1100 南西西北北 鬼0 无将 胡东胡南
122 2 1 1111 南西西北北 鬼2 有将 胡东胡南胡西胡北
122 4 0 -1 南西西北北 鬼4 无将 胡了
4212 0 0 -1 东东东东南南西北北 鬼0 无将 胡了
122 1 0 -1 南西西北北 鬼1 无将 胡了
4212 2 0 111 东东东东南南西北北 鬼2 无将 胡南胡西胡北
122 3 0 1111 南西西北北 鬼3 无将 胡东胡南胡西胡北
4212 2 1 -1 东东东东南南西北北 鬼2 有将 胡了
122 3 1 -1 南西西北北 鬼3 有将 胡了
4212 4 1 111 东东东东南南西北北 鬼4 有将 胡南胡西胡北
4212 1 1 111 东东东东南南西北北 鬼1 有将 胡南胡西胡北
4212 3 0 -1 东东东东南南西北北 鬼3 无将 胡了
1143 0 0 -1 东南西西西西北北北 鬼0 无将 胡了
1143 2 0 1101 东南西西西西北北北 鬼2 无将 胡东胡南胡北
1143 2 1 -1 东南西西西西北北北 鬼2 有将 胡了
1143 4 1 1101 东南西西西西北北北 鬼4 有将 胡东胡南胡北
1144 0 1 1100 东南西西西西北北北北 鬼0 有将 胡东胡南
1143 1 1 1101 东南西西西西北北北 鬼1 有将 胡东胡南胡北
1143 3 0 -1 东南西西西西北北北 鬼3 无将 胡了
1144 2 0 -1 东南西西西西北北北北 鬼2 无将 胡了
1144 4 0 1100 东南西西西西北北北北 鬼4 无将 胡东胡南
1144 4 1 -1 东南西西西西北北北北 鬼4 有将 胡了
1144 1 0 1100 东南西西西西北北北北 鬼1 无将 胡东胡南
1144 1 1 -1 东南西西西西北北北北 鬼1 有将 胡了
1144 3 1 1100 东南西西西西北北北北 鬼3 有将 胡东胡南
123 2 0 1111 南西西北北北 鬼2 无将 胡东胡南胡西胡北
123 2 1 -1 南西西北北北 鬼2 有将 胡了
123 4 1 1111 南西西北北北 鬼4 有将 胡东胡南胡西胡北
123 1 1 1111 南西西北北北 鬼1 有将 胡东胡南胡西胡北
123 3 0 -1 南西西北北北 鬼3 无将 胡了
124 0 1 1110 南西西北北北北 鬼0 有将 胡东胡南胡西
124 2 0 -1 南西西北北北北 鬼2 无将 胡了
124 4 0 1110 南西西北北北北 鬼4 无将 胡东胡南胡西
124 4 1 -1 南西西北北北北 鬼4 有将 胡了
124 1 0 1110 南西西北北北北 鬼1 无将 胡东胡南胡西
124 1 1 -1 南西西北北北北 鬼1 有将 胡了
124 3 1 1110 南西西北北北北 鬼3 有将 胡东胡南胡西
4213 0 1 111 东东东东南南西北北北 鬼0 有将 胡南胡西胡北
4213 2 0 -1 东东东东南南西北北北 鬼2 无将 胡了
4213 4 0 111 东东东东南南西北北北 鬼4 无将 胡南胡西胡北
4213 4 1 -1 东东东东南南西北北北 鬼4 有将 胡了
4213 1 0 111 东东东东南南西北北北 鬼1 无将 胡南胡西胡北
3200 0 0 100 东东东南南 鬼0 无将 胡南
4213 1 1 -1 东东东东南南西北北北 鬼1 有将 胡了
3200 0 1 -1 东东东南南 鬼0 有将 胡了
4213 3 1 111 东东东东南南西北北北 鬼3 有将 胡南胡西胡北
3200 2 1 1111 东东东南南 鬼2 有将 胡东胡南胡西胡北
3200 4 0 -1 东东东南南 鬼4 无将 胡了
3200 1 0 -1 东东东南南 鬼1 无将 胡了
3200 3 0 1111 东东东南南 鬼3 无将 胡东胡南胡西胡北
3200 3 1 -1 东东东南南 鬼3 有将 胡了
4220 0 0 1 东东东东南南西西 鬼0 无将 胡北
4220 0 1 -1 东东东东南南西西 鬼0 有将 胡了
4220 2 1 111 东东东东南南西西 鬼2 有将 胡南胡西胡北
4220 4 0 -1 东东东东南南西西 鬼4 无将 胡了
4220 1 0 -1 东东东东南南西西 鬼1 无将 胡了
4220 3 0 111 东东东东南南西西 鬼3 无将 胡南胡西胡北
4220 3 1 -1 东东东东南南西西 鬼3 有将 胡了
130 0 1 1101 南西西西 鬼0 有将 胡东胡南胡北
130 2 0 -1 南西西西 鬼2 无将 胡了
130 4 0 1111 南西西西 鬼4 无将 胡东胡南胡西胡北
130 4 1 -1 南西西西 鬼4 有将 胡了
130 1 0 1111 南西西西 鬼1 无将 胡东胡南胡西胡北
130 1 1 -1 南西西西 鬼1 有将 胡了
130 3 1 1111 南西西西 鬼3 有将 胡东胡南胡西胡北
131 0 0 1010 南西西西北 鬼0 无将 胡东胡西
131 0 1 -1 南西西西北 鬼0 有将 胡了
4224 0 0 -1 东东东东南南西西北北北北 鬼0 无将 胡了
4224 2 0 110 东东东东南南西西北北北北 鬼2 无将 胡南胡西
131 2 1 1111 南西西西北 鬼2 有将 胡东胡南胡西胡北
131 4 0 -1 南西西西北 鬼4 无将 胡了
131 1 0 -1 南西西西北 鬼1 无将 胡了
131 3 0 1111 南西西西北 鬼3 无将 胡东胡南胡西胡北
4224 2 1 -1 东东东东南南西西北北北北 鬼2 有将 胡了
131 3 1 -1 南西西西北 鬼3 有将 胡了
4224 1 1 110 东东东东南南西西北北北北 鬼1 有将 胡南胡西
3201 2 0 1111 东东东南南北 鬼2 无将 胡东胡南胡西胡北
4221 0 0 -1 东东东东南南西西北 鬼0 无将 胡了
4221 2 0 111 东东东东南南西西北 鬼2 无将 胡南胡西胡北
3201 2 1 -1 东东东南南北 鬼2 有将 胡了
4221 2 1 -1 东东东东南南西西北 鬼2 有将 胡了
3201 4 1 1111 东东东南南北 鬼4 有将 胡东胡南胡西胡北
4221 4 1 111 东东东东南南西西北 鬼4 有将 胡南胡西胡北
3201 1 1 1111 东东东南南北 鬼1 有将 胡东胡南胡西胡北
4221 1 1 111 东东东东南南西西北 鬼1 有将 胡南胡西胡北
4221 3 0 -1 东东东东南南西西北 鬼3 无将 胡了
3201 3 0 -1 东东东南南北 鬼3 无将 胡了
3202 0 1 1111 东东东南南北北 鬼0 有将 胡东胡南胡西胡北
3202 2 0 -1 东东东南南北北 鬼2 无将 胡了
3202 4 0 1111 东东东南南北北 鬼4 无将 胡东胡南胡西胡北
3202 4 1 -1 东东东南南北北 鬼4 有将 胡了
3202 1 0 1111 东东东南南北北 鬼1 无将 胡东胡南胡西胡北
3202 1 1 -1 东东东南南北北 鬼1 有将 胡了
3202 3 1 1111 东东东南南北北 鬼3 有将 胡东胡南胡西胡北
4223 0 0 111 东东东东南南西西北北北 鬼0 无将 胡南胡西胡北
4223 0 1 -1 东东东东南南西西北北北 鬼0 有将 胡了
4223 2 1 111 东东东东南南西西北北北 鬼2 有将 胡南胡西胡北
4223 1 0 -1 东东东东南南西西北北北 鬼1 无将 胡了
4223 3 0 111 东东东东南南西西北北北 鬼3 无将 胡南胡西胡北
4223 3 1 -1 东东东东南南西西北北北 鬼3 有将 胡了
3203 0 0 110 东东东南南北北北 鬼0 无将 胡南胡西
3203 0 1 -1 东东东南南北北北 鬼0 有将 胡了
3203 2 1 1111 东东东南南北北北 鬼2 有将 胡东胡南胡西胡北
3203 4 0 -1 东东东南南北北北 鬼4 无将 胡了
3203 1 0 -1 东东东南南北北北 鬼1 无将 胡了
3203 3 0 1111 东东东南南北北北 鬼3 无将 胡东胡南胡西胡北
3203 3 1 -1 东东东南南北北北 鬼3 有将 胡了
132 2 0 1111 南西西西北北 鬼2 无将 胡东胡南胡西胡北
132 2 1 -1 南西西西北北 鬼2 有将 胡了
132 4 1 1111 南西西西北北 鬼4 有将 胡东胡南胡西胡北
132 1 1 1111 南西西西北北 鬼1 有将 胡东胡南胡西胡北
132 3 0 -1 南西西西北北 鬼3 无将 胡了
133 0 1 1111 南西西西北北北 鬼0 有将 胡东胡南胡西胡北
133 2 0 -1 南西西西北北北 鬼2 无将 胡了
133 4 0 1111 南西西西北北北 鬼4 无将 胡东胡南胡西胡北
133 4 1 -1 南西西西北北北 鬼4 有将 胡了
133 1 0 1111 南西西西北北北 鬼1 无将 胡东胡南胡西胡北
133 1 1 -1 南西西西北北北 鬼1 有将 胡了
133 3 1 1111 南西西西北北北 鬼3 有将 胡东胡南胡西胡北
4222 0 1 111 东东东东南南西西北北 鬼0 有将 胡南胡西胡北
4222 2 0 -1 东东东东南南西西北北 鬼2 无将 胡了
4222 4 0 111 东东东东南南西西北北 鬼4 无将 胡南胡西胡北
4222 4 1 -1 东东东东南南西西北北 鬼4 有将 胡了
4222 1 0 111 东东东东南南西西北北 鬼1 无将 胡南胡西胡北
4222 1 1 -1 东东东东南南西西北北 鬼1 有将 胡了
4222 3 1 111 东东东东南南西西北北 鬼3 有将 胡南胡西胡北
134 0 0 1010 南西西西北北北北 鬼0 无将 胡东胡西
134 0 1 -1 南西西西北北北北 鬼0 有将 胡了
134 2 1 1110 南西西西北北北北 鬼2 有将 胡东胡南胡西
134 4 0 -1 南西西西北北北北 鬼4 无将 胡了
134 1 0 -1 南西西西北北北北 鬼1 无将 胡了
134 3 0 1110 南西西西北北北北 鬼3 无将 胡东胡南胡西
134 3 1 -1 南西西西北北北北 鬼3 有将 胡了
4230 2 0 111 东东东东南南西西西 鬼2 无将 胡南胡西胡北
4230 2 1 -1 东东东东南南西西西 鬼2 有将 胡了
4230 4 1 111 东东东东南南西西西 鬼4 有将 胡南胡西胡北
4230 1 1 111 东东东东南南西西西 鬼1 有将 胡南胡西胡北
4230 3 0 -1 东东东东南南西西西 鬼3 无将 胡了
3210 2 0 1111 东东东南南西 鬼2 无将 胡东胡南胡西胡北
3210 2 1 -1 东东东南南西 鬼2 有将 胡了
4234 0 1 110 东东东东南南西西西北北北北 鬼0 有将 胡南胡西
4234 1 0 110 东东东东南南西西西北北北北 鬼1 无将 胡南胡西
3210 4 1 1111 东东东南南西 鬼4 有将 胡东胡南胡西胡北
4234 1 1 -1 东东东东南南西西西北北北北 鬼1 有将 胡了
3210 1 1 1111 东东东南南西 鬼1 有将 胡东胡南胡西胡北
3210 3 0 -1 东东东南南西 鬼3 无将 胡了
140 0 0 1001 南西西西西 鬼0 无将 胡东胡北
140 2 1 1101 南西西西西 鬼2 有将 胡东胡南胡北
140 4 0 -1 南西西西西 鬼4 无将 胡了
140 1 0 -1 南西西西西 鬼1 无将 胡了
140 3 0 1101 南西西西西 鬼3 无将 胡东胡南胡北
140 3 1 -1 南西西西西 鬼3 有将 胡了
3204 2 0 1110 东东东南南北北北北 鬼2 无将 胡东胡南胡西
3204 2 1 -1 东东东南南北北北北 鬼2 有将 胡了
3204 4 1 1110 东东东南南北北北北 鬼4 有将 胡东胡南胡西
3204 1 1 1110 东东东南南北北北北 鬼1 有将 胡东胡南胡西
3204 3 0 -1 东东东南南北北北北 鬼3 无将 胡了
141 0 0 -1 南西西西西北 鬼0 无将 胡了
141 2 0 1101 南西西西西北 鬼2 无将 胡东胡南胡北
141 2 1 -1 南西西西西北 鬼2 有将 胡了
141 4 1 1101 南西西西西北 鬼4 有将 胡东胡南胡北
141 1 1 1101 南西西西西北 鬼1 有将 胡东胡南胡北
141 3 0 -1 南西西西西北 鬼3 无将 胡了
4232 0 0 111 东东东东南南西西西北北 鬼0 无将 胡南胡西胡北
4233 0 0 -1 东东东东南南西西西北北北 鬼0 无将 胡了
4232 0 1 -1 东东东东南南西西西北北 鬼0 有将 胡了
4233 2 0 111 东东东东南南西西西北北北 鬼2 无将 胡南胡西胡北
4231 0 1 111 东东东东南南西西西北 鬼0 有将 胡南胡西胡北
4231 2 0 -1 东东东东南南西西西北 鬼2 无将 胡了
4232 2 1 111 东东东东南南西西西北北 鬼2 有将 胡南胡西胡北
4231 4 0 111 东东东东南南西西西北 鬼4 无将 胡南胡西胡北
4233 2 1 -1 东东东东南南西西西北北北 鬼2 有将 胡了
4231 4 1 -1 东东东东南南西西西北 鬼4 有将 胡了
4232 1 0 -1 东东东东南南西西西北北 鬼1 无将 胡了
4231 1 0 111 东东东东南南西西西北 鬼1 无将 胡南胡西胡北
4233 1 1 111 东东东东南南西西西北北北 鬼1 有将 胡南胡西胡北
4231 1 1 -1 东东东东南南西西西北 鬼1 有将 胡了
4232 3 0 111 东东东东南南西西西北北 鬼3 无将 胡南胡西胡北
4231 3 1 111 东东东东南南西西西北 鬼3 有将 胡南胡西胡北
4232 3 1 -1 东东东东南南西西西北北 鬼3 有将 胡了
142 0 1 1101 南西西西西北北 鬼0 有将 胡东胡南胡北
3211 0 1 1111 东东东南南西北 鬼0 有将 胡东胡南胡西胡北
142 2 0 -1 南西西西西北北 鬼2 无将 胡了
3211 2 0 -1 东东东南南西北 鬼2 无将 胡了
3211 4 0 1111 东东东南南西北 鬼4 无将 胡东胡南胡西胡北
3211 4 1 -1 东东东南南西北 鬼4 有将 胡了
142 4 0 1101 南西西西西北北 鬼4 无将 胡东胡南胡北
142 4 1 -1 南西西西西北北 鬼4 有将 胡了
3211 1 0 1111 东东东南南西北 鬼1 无将 胡东胡南胡西胡北
3211 1 1 -1 东东东南南西北 鬼1 有将 胡了
142 1 0 1101 南西西西西北北 鬼1 无将 胡东胡南胡北
142 1 1 -1 南西西西西北北 鬼1 有将 胡了
142 3 1 1101 南西西西西北北 鬼3 有将 胡东胡南胡北
3211 3 1 1111 东东东南南西北 鬼3 有将 胡东胡南胡西胡北
143 0 0 1001 南西西西西北北北 鬼0 无将 胡东胡北
143 0 1 -1 南西西西西北北北 鬼0 有将 胡了
143 2 1 1101 南西西西西北北北 鬼2 有将 胡东胡南胡北
143 4 0 -1 南西西西西北北北 鬼4 无将 胡了
143 1 0 -1 南西西西西北北北 鬼1 无将 胡了
143 3 0 1101 南西西西西北北北 鬼3 无将 胡东胡南胡北
143 3 1 -1 南西西西西北北北 鬼3 有将 胡了
3212 0 0 1111 东东东南南西北北 鬼0 无将 胡东胡南胡西胡北
3212 0 1 -1 东东东南南西北北 鬼0 有将 胡了
3212 2 1 1111 东东东南南西北北 鬼2 有将 胡东胡南胡西胡北
3212 4 0 -1 东东东南南西北北 鬼4 无将 胡了
3212 1 0 -1 东东东南南西北北 鬼1 无将 胡了
3212 3 0 1111 东东东南南西北北 鬼3 无将 胡东胡南胡西胡北
3212 3 1 -1 东东东南南西北北 鬼3 有将 胡了
4240 0 1 101 东东东东南南西西西西 鬼0 有将 胡南胡北
4240 2 0 -1 东东东东南南西西西西 鬼2 无将 胡了
4240 4 0 101 东东东东南南西西西西 鬼4 无将 胡南胡北
4240 4 1 -1 东东东东南南西西西西 鬼4 有将 胡了
4240 1 0 101 东东东东南南西西西西 鬼1 无将 胡南胡北
4240 1 1 -1 东东东东南南西西西西 鬼1 有将 胡了
4240 3 1 101 东东东东南南西西西西 鬼3 有将 胡南胡北
4241 0 0 101 东东东东南南西西西西北 鬼0 无将 胡南胡北
4241 0 1 -1 东东东东南南西西西西北 鬼0 有将 胡了
4241 2 1 101 东东东东南南西西西西北 鬼2 有将 胡南胡北
4241 1 0 -1 东东东东南南西西西西北 鬼1 无将 胡了
4241 3 0 101 东东东东南南西西西西北 鬼3 无将 胡南胡北
4241 3 1 -1 东东东东南南西西西西北 鬼3 有将 胡了
144 0 0 -1 南西西西西北北北北 鬼0 无将 胡了
4243 0 1 101 东东东东南南西西西西北北北 鬼0 有将 胡南胡北
144 2 0 1100 南西西西西北北北北 鬼2 无将 胡东胡南
4244 0 0 100 东东东东南南西西西西北北北北 鬼0 无将 胡南
144 2 1 -1 南西西西西北北北北 鬼2 有将 胡了
4243 1 0 101 东东东东南南西西西西北北北 鬼1 无将 胡南胡北
4244 0 1 -1 东东东东南南西西西西北北北北 鬼0 有将 胡了
4243 1 1 -1 东东东东南南西西西西北北北 鬼1 有将 胡了
144 4 1 1100 南西西西西北北北北 鬼4 有将 胡东胡南
144 1 1 1100 南西西西西北北北北 鬼1 有将 胡东胡南
144 3 0 -1 南西西西西北北北北 鬼3 无将 胡了
4242 0 0 -1 东东东东南南西西西西北北 鬼0 无将 胡了
4242 2 0 101 东东东东南南西西西西北北 鬼2 无将 胡南胡北
4242 2 1 -1 东东东东南南西西西西北北 鬼2 有将 胡了
4242 1 1 101 东东东东南南西西西西北北 鬼1 有将 胡南胡北
3213 0 0 -1 东东东南南西北北北 鬼0 无将 胡了
3213 2 0 1111 东东东南南西北北北 鬼2 无将 胡东胡南胡西胡北
3213 2 1 -1 东东东南南西北北北 鬼2 有将 胡了
3213 4 1 1111 东东东南南西北北北 鬼4 有将 胡东胡南胡西胡北
3213 1 1 1111 东东东南南西北北北 鬼1 有将 胡东胡南胡西胡北
3213 3 0 -1 东东东南南西北北北 鬼3 无将 胡了
2200 0 1 1100 东东南南 鬼0 有将 胡东胡南
2200 2 0 -1 东东南南 鬼2 无将 胡了
2200 4 0 1111 东东南南 鬼4 无将 胡东胡南胡西胡北
2200 4 1 -1 东东南南 鬼4 有将 胡了
2200 1 0 1111 东东南南 鬼1 无将 胡东胡南胡西胡北
2200 1 1 -1 东东南南 鬼1 有将 胡了
2200 3 1 1111 东东南南 鬼3 有将 胡东胡南胡西胡北
3220 0 1 1111 东东东南南西西 鬼0 有将 胡东胡南胡西胡北
3220 2 0 -1 东东东南南西西 鬼2 无将 胡了
3214 0 1 1110 东东东南南西北北北北 鬼0 有将 胡东胡南胡西
3220 4 0 1111 东东东南南西西 鬼4 无将 胡东胡南胡西胡北
3214 2 0 -1 东东东南南西北北北北 鬼2 无将 胡了
3214 4 0 1110 东东东南南西北北北北 鬼4 无将 胡东胡南胡西
3214 4 1 -1 东东东南南西北北北北 鬼4 有将 胡了
3220 4 1 -1 东东东南南西西 鬼4 有将 胡了
3214 1 0 1110 东东东南南西北北北北 鬼1 无将 胡东胡南胡西
3214 1 1 -1 东东东南南西北北北北 鬼1 有将 胡了
3220 1 0 1111 东东东南南西西 鬼1 无将 胡东胡南胡西胡北
3214 3 1 1110 东东东南南西北北北北 鬼3 有将 胡东胡南胡西
3220 1 1 -1 东东东南南西西 鬼1 有将 胡了
3220 3 1 1111 东东东南南西西 鬼3 有将 胡东胡南胡西胡北
2201 0 0 11 东东南南北 鬼0 无将 胡西胡北
2201 2 1 1111 东东南南北 鬼2 有将 胡东胡南胡西胡北
2201 4 0 -1 东东南南北 鬼4 无将 胡了
2201 1 0 -1 东东南南北 鬼1 无将 胡了
2201 3 0 1111 东东南南北 鬼3 无将 胡东胡南胡西胡北
2201 3 1 -1 东东南南北 鬼3 有将 胡了
2202 0 0 -1 东东南南北北 鬼0 无将 胡了
2202 2 0 1111 东东南南北北 鬼2 无将 胡东胡南胡西胡北
2202 2 1 -1 东东南南北北 鬼2 有将 胡了
2202 4 1 1111 东东南南北北 鬼4 有将 胡东胡南胡西胡北
2202 1 1 1111 东东南南北北 鬼1 有将 胡东胡南胡西胡北
2202 3 0 -1 东东南南北北 鬼3 无将 胡了
2203 0 1 1111 东东南南北北北 鬼0 有将 胡东胡南胡西胡北
2203 2 0 -1 东东南南北北北 鬼2 无将 胡了
2203 4 0 1111 东东南南北北北 鬼4 无将 胡东胡南胡西胡北
3221 0 0 1111 东东东南南西西北 鬼0 无将 胡东胡南胡西胡北
2203 4 1 -1 东东南南北北北 鬼4 有将 胡了
3221 0 1 -1 东东东南南西西北 鬼0 有将 胡了
2203 1 0 1111 东东南南北北北 鬼1 无将 胡东胡南胡西胡北
