0 0 1.0  无将 1.0
0 1 0.05610859728506787  有将 0.05610859728506787
3243 1 0.11764705882352941 东东东南南西西西西北北北 有将 0.11764705882352941
3242 1 1.0 东东东南南西西西西北北 有将 1.0
3241 0 0.06274509803921569 东东东南南西西西西北 无将 0.06274509803921569
3241 1 0.21176470588235294 东东东南南西西西西北 有将 0.21176470588235294
1202 0 0.033936651583710405 东南南北北 无将 0.033936651583710405
1202 1 0.026143790849673203 东南南北北 有将 0.026143790849673203
1203 0 0.00784313725490196 东南南北北北 无将 0.00784313725490196
1203 1 0.06060606060606061 东南南北北北 有将 0.06060606060606061
2222 0 0.03560371517027864 东东南南西西北北 无将 0.03560371517027864
2222 1 1.0 东东南南西西北北 有将 1.0
2221 0 0.017112299465240642 东东南南西西北 无将 0.017112299465240642
2221 1 0.1390374331550802 东东南南西西北 有将 0.1390374331550802
1204 0 0.030303030303030304 东南南北北北北 无将 0.030303030303030304
1204 1 0.12121212121212122 东南南北北北北 有将 0.12121212121212122
1210 0 0.014944356120826709 东南南西 无将 0.014944356120826709
1210 1 0.04563894523326572 东南南西 有将 0.04563894523326572
2230 0 0.019992310649750097 东东南南西西西 无将 0.019992310649750097
2230 1 0.11591695501730101 东东南南西西西 有将 0.11591695501730101
1211 0 0.03361344537815126 东南南西北 无将 0.03361344537815126
1211 1 1.0 东南南西北 有将 1.0
2231 0 0.03676470588235294 东东南南西西西北 无将 0.03676470588235294
2231 1 1.0 东东南南西西西北 有将 1.0
1212 0 1.0 东南南西北北 无将 1.0
1212 1 0.06386554621848739 东南南西北北 有将 0.06386554621848739
2232 0 1.0 东东南南西西西北北 无将 1.0
2232 1 0.1045751633986928 东东南南西西西北北 有将 0.1045751633986928
2224 0 0.058823529411764705 东东南南西西北北北北 无将 0.058823529411764705
2224 1 0.23529411764705876 东东南南西西北北北北 有将 0.23529411764705876
2223 0 1.0 东东南南西西北北北 无将 1.0
2223 1 0.1045751633986928 东东南南西西北北北 有将 0.1045751633986928
1214 0 0.050980392156862744 东南南西北北北北 无将 0.050980392156862744
1214 1 1.0 东南南西北北北北 有将 1.0
2233 0 0.044117647058823525 东东南南西西西北北北 无将 0.044117647058823525
2233 1 0.17647058823529413 东东南南西西西北北北 有将 0.17647058823529413
1220 0 0.033936651583710405 东南南西西 无将 0.033936651583710405
1220 1 0.026143790849673203 东南南西西 有将 0.026143790849673203
2240 0 0.05228758169934641 东东南南西西西西 无将 0.05228758169934641
1213 0 0.019263845889232887 东南南西北北北 无将 0.019263845889232887
2240 1 1.0 东东南南西西西西 有将 1.0
1213 1 0.08359133126934985 东南南西北北北 有将 0.08359133126934985
2241 0 1.0 东东南南西西西西北 无将 1.0
2241 1 0.1568627450980392 东东南南西西西西北 有将 0.1568627450980392
200 0 0.03320683111954459 南南 无将 0.03320683111954459
200 1 1.0 南南 有将 1.0
1221 0 1.0 东南南西西北 无将 1.0
1221 1 0.06386554621848739 东南南西西北 有将 0.06386554621848739
201 0 0.006191950464396284 南南北 无将 0.006191950464396284
201 1 0.03529411764705882 南南北 有将 0.03529411764705882
202 0 0.01522491349480969 南南北北 无将 0.01522491349480969
202 1 0.07625272331154685 南南北北 有将 0.07625272331154685
2244 0 1.0 东东南南西西西西北北北北 无将 1.0
2244 1 0.1568627450980392 东东南南西西西西北北北北 有将 0.1568627450980392
203 0 0.0350140056022409 南南北北北 无将 0.0350140056022409
203 1 1.0 南南北北北 有将 1.0
204 0 0.013071895424836602 南南北北北北 无将 0.013071895424836602
204 1 0.07541478129713422 南南北北北北 有将 0.07541478129713422
1222 0 0.017112299465240642 东南南西西北北 无将 0.017112299465240642
2243 0 0.0784313725490196 东东南南西西西西北北北 无将 0.0784313725490196
2243 1 1.0 东东南南西西西西北北北 有将 1.0
1222 1 0.1390374331550802 东南南西西北北 有将 0.1390374331550802
2234 0 0.0784313725490196 东东南南西西西北北北北 无将 0.0784313725490196
2242 0 0.058823529411764705 东东南南西西西西北北 无将 0.058823529411764705
2234 1 1.0 东东南南西西西北北北北 有将 1.0
2242 1 0.23529411764705876 东东南南西西西西北北 有将 0.23529411764705876
4300 0 0.036601307189542485 东东东东南南南 无将 0.036601307189542485
4300 1 0.0915032679738562 东东东东南南南 有将 0.0915032679738562
1224 0 1.0 东南南西西北北北北 无将 1.0
1224 1 0.1568627450980392 东南南西西北北北北 有将 0.1568627450980392
1230 0 0.00784313725490196 东南南西西西 无将 0.00784313725490196
4301 0 0.05392156862745098 东东东东南南南北 无将 0.05392156862745098
1230 1 0.06060606060606061 东南南西西西 有将 0.06060606060606061
4301 1 1.0 东东东东南南南北 有将 1.0
210 0 0.006191950464396284 南南西 无将 0.006191950464396284
210 1 0.03529411764705882 南南西 有将 0.03529411764705882
1223 0 0.03676470588235294 东南南西西北北北 无将 0.03676470588235294
1223 1 1.0 东南南西西北北北 有将 1.0
211 0 0.014944356120826709 南南西北 无将 0.014944356120826709
211 1 0.04563894523326572 南南西北 有将 0.04563894523326572
4304 0 0.11764705882352941 东东东东南南南北北北北 无将 0.11764705882352941
4304 1 1.0 东东东东南南南北北北北 有将 1.0
1231 0 0.019263845889232887 东南南西西西北 无将 0.019263845889232887
1231 1 0.08359133126934985 东南南西西西北 有将 0.08359133126934985
1232 0 0.03676470588235294 东南南西西西北北 无将 0.03676470588235294
212 0 0.033936651583710405 南南西北北 无将 0.033936651583710405
1232 1 1.0 东南南西西西北北 有将 1.0
4302 0 0.0196078431372549 东东东东南南南北北 无将 0.0196078431372549
212 1 0.026143790849673203 南南西北北 有将 0.026143790849673203
4302 1 0.16470588235294117 东东东东南南南北北 有将 0.16470588235294117
213 0 0.00784313725490196 南南西北北北 无将 0.00784313725490196
213 1 0.06060606060606061 南南西北北北 有将 0.06060606060606061
214 0 0.030303030303030304 南南西北北北北 无将 0.030303030303030304
4310 0 0.05392156862745098 东东东东南南南西 无将 0.05392156862745098
4303 0 0.06862745098039216 东东东东南南南北北北 无将 0.06862745098039216
214 1 0.12121212121212122 南南西北北北北 有将 0.12121212121212122
1240 0 0.030303030303030304 东南南西西西西 无将 0.030303030303030304
4310 1 1.0 东东东东南南南西 有将 1.0
1240 1 0.12121212121212122 东南南西西西西 有将 0.12121212121212122
4303 1 0.23529411764705885 东东东东南南南北北北 有将 0.23529411764705885
1233 0 1.0 东南南西西西北北北 无将 1.0
1233 1 0.11764705882352942 东南南西西西北北北 有将 0.11764705882352942
4311 0 1.0 东东东东南南南西北 无将 1.0
1234 0 0.06274509803921569 东南南西西西北北北北 无将 0.06274509803921569
1234 1 0.21176470588235294 东南南西西西北北北北 有将 0.21176470588235294
4311 1 0.18823529411764706 东东东东南南南西北 有将 0.18823529411764706
220 0 0.01522491349480969 南南西西 无将 0.01522491349480969
220 1 0.07625272331154685 南南西西 有将 0.07625272331154685
1241 0 0.050980392156862744 东南南西西西西北 无将 0.050980392156862744
1241 1 1.0 东南南西西西西北 有将 1.0
221 0 0.033936651583710405 南南西西北 无将 0.033936651583710405
221 1 0.026143790849673203 南南西西北 有将 0.026143790849673203
222 0 1.0 南南西西北北 无将 1.0
4312 0 0.06274509803921569 东东东东南南南西北北 无将 0.06274509803921569
4312 1 0.21176470588235294 东东东东南南南西北北 有将 0.21176470588235294
222 1 0.06588235294117648 南南西西北北 有将 0.06588235294117648
223 0 0.019992310649750097 南南西西北北北 无将 0.019992310649750097
223 1 0.11591695501730101 南南西西北北北 有将 0.11591695501730101
1244 0 0.11764705882352941 东南南西西西西北北北北 无将 0.11764705882352941
1244 1 1.0 东南南西西西西北北北北 有将 1.0
1242 0 1.0 东南南西西西西北北 无将 1.0
1242 1 0.1568627450980392 东南南西西西西北北 有将 0.1568627450980392
4313 0 0.0784313725490196 东东东东南南南西北北北 无将 0.0784313725490196
4313 1 1.0 东东东东南南南西北北北 有将 1.0
4314 0 1.0 东东东东南南南西北北北北 无将 1.0
4314 1 0.23529411764705882 东东东东南南南西北北北北 有将 0.23529411764705882
224 0 0.05228758169934641 南南西西北北北北 无将 0.05228758169934641
224 1 1.0 南南西西北北北北 有将 1.0
3300 0 1.0 东东东南南南 无将 1.0
3300 1 0.08496732026143793 东东东南南南 有将 0.08496732026143793
230 0 0.0350140056022409 南南西西西 无将 0.0350140056022409
230 1 1.0 南南西西西 有将 1.0
4320 0 0.0196078431372549 东东东东南南南西西 无将 0.0196078431372549
4320 1 0.16470588235294117 东东东东南南南西西 有将 0.16470588235294117
3301 0 0.022549019607843137 东东东南南南北 无将 0.022549019607843137
3301 1 0.1196078431372549 东东东南南南北 有将 0.1196078431372549
4321 0 0.06274509803921569 东东东东南南南西西北 无将 0.06274509803921569
4321 1 0.21176470588235294 东东东东南南南西西北 有将 0.21176470588235294
1243 0 0.06274509803921569 东南南西西西西北北北 无将 0.06274509803921569
1243 1 0.21176470588235294 东南南西西西西北北北 有将 0.21176470588235294
231 0 0.00784313725490196 南南西西西北 无将 0.00784313725490196
231 1 0.06060606060606061 南南西西西北 有将 0.06060606060606061
4323 0 1.0 东东东东南南南西西北北北 无将 1.0
4323 1 0.11764705882352941 东东东东南南南西西北北北 有将 0.11764705882352941
3302 0 0.0392156862745098 东东东南南南北北 无将 0.0392156862745098
3302 1 1.0 东东东南南南北北 有将 1.0
4322 0 0.0784313725490196 东东东东南南南西西北北 无将 0.0784313725490196
4322 1 1.0 东东东东南南南西西北北 有将 1.0
232 0 0.019992310649750097 南南西西西北北 无将 0.019992310649750097
232 1 0.11591695501730101 南南西西西北北 有将 0.11591695501730101
4324 0 0.058823529411764705 东东东东南南南西西北北北北 无将 0.058823529411764705
4324 1 0.23529411764705882 东东东东南南南西西北北北北 有将 0.23529411764705882
3303 0 1.0 东东东南南南北北北 无将 1.0
3303 1 0.13445378151260504 东东东南南南北北北 有将 0.13445378151260504
233 0 0.0392156862745098 南南西西西北北北 无将 0.0392156862745098
233 1 1.0 南南西西西北北北 有将 1.0
234 0 0.0196078431372549 南南西西西北北北北 无将 0.0196078431372549
234 1 0.16470588235294117 南南西西西北北北北 有将 0.16470588235294117
3310 0 0.022549019607843137 东东东南南南西 无将 0.022549019607843137
3310 1 0.1196078431372549 东东东南南南西 有将 0.1196078431372549
4330 0 0.06862745098039216 东东东东南南南西西西 无将 0.06862745098039216
4330 1 0.23529411764705885 东东东东南南南西西西 有将 0.23529411764705885
240 0 0.013071895424836602 南南西西西西 无将 0.013071895424836602
240 1 0.07541478129713422 南南西西西西 有将 0.07541478129713422
4331 0 0.0784313725490196 东东东东南南南西西西北 无将 0.0784313725490196
4331 1 1.0 东东东东南南南西西西北 有将 1.0
4334 0 0.058823529411764705 东东东东南南南西西西北北北北 无将 0.058823529411764705
4334 1 1.0 东东东东南南南西西西北北北北 有将 1.0
241 0 0.030303030303030304 南南西西西西北 无将 0.030303030303030304
241 1 0.12121212121212122 南南西西西西北 有将 0.12121212121212122
3311 0 0.037815126050420166 东东东南南南西北 无将 0.037815126050420166
3311 1 1.0 东东东南南南西北 有将 1.0
4332 0 1.0 东东东东南南南西西西北北 无将 1.0
4332 1 0.11764705882352941 东东东东南南南西西西北北 有将 0.11764705882352941
3304 0 0.06862745098039216 东东东南南南北北北北 无将 0.06862745098039216
3304 1 0.23529411764705885 东东东南南南北北北北 有将 0.23529411764705885
4333 0 0.0392156862745098 东东东东南南南西西西北北北 无将 0.0392156862745098
4333 1 0.1568627450980392 东东东东南南南西西西北北北 有将 0.1568627450980392
242 0 0.05228758169934641 南南西西西西北北 无将 0.05228758169934641
242 1 1.0 南南西西西西北北 有将 1.0
3312 0 1.0 东东东南南南西北北 无将 1.0
3312 1 0.11764705882352942 东东东南南南西北北 有将 0.11764705882352942
243 0 0.0196078431372549 南南西西西西北北北 无将 0.0196078431372549
243 1 0.16470588235294117 南南西西西西北北北 有将 0.16470588235294117
244 0 0.09803921568627451 南南西西西西北北北北 无将 0.09803921568627451
244 1 0.33333333333333326 南南西西西西北北北北 有将 0.33333333333333326
3314 0 0.0784313725490196 东东东南南南西北北北北 无将 0.0784313725490196
3314 1 1.0 东东东南南南西北北北北 有将 1.0
3313 0 0.046218487394957986 东东东南南南西北北北 无将 0.046218487394957986
3313 1 0.18487394957983191 东东东南南南西北北北 有将 0.18487394957983191
4343 0 0.058823529411764705 东东东东南南南西西西西北北北 无将 0.058823529411764705
4343 1 1.0 东东东东南南南西西西西北北北 有将 1.0
3320 0 0.0392156862745098 东东东南南南西西 无将 0.0392156862745098
3320 1 1.0 东东东南南南西西 有将 1.0
2300 0 0.0350140056022409 东东南南南 无将 0.0350140056022409
2300 1 1.0 东东南南南 有将 1.0
4342 0 0.058823529411764705 东东东东南南南西西西西北北 无将 0.058823529411764705
4342 1 0.23529411764705882 东东东东南南南西西西西北北 有将 0.23529411764705882
4341 0 1.0 东东东东南南南西西西西北 无将 1.0
4341 1 0.23529411764705882 东东东东南南南西西西西北 有将 0.23529411764705882
4340 0 0.11764705882352941 东东东东南南南西西西西 无将 0.11764705882352941
4340 1 1.0 东东东东南南南西西西西 有将 1.0
2301 0 0.00784313725490196 东东南南南北 无将 0.00784313725490196
2301 1 0.06060606060606061 东东南南南北 有将 0.06060606060606061
3321 0 1.0 东东东南南南西西北 无将 1.0
3321 1 0.11764705882352942 东东东南南南西西北 有将 0.11764705882352942
2302 0 0.019992310649750097 东东南南南北北 无将 0.019992310649750097
2302 1 0.11591695501730101 东东南南南北北 有将 0.11591695501730101
3324 0 1.0 东东东南南南西西北北北北 无将 1.0
3324 1 0.11764705882352941 东东东南南南西西北北北北 有将 0.11764705882352941
3322 0 0.044117647058823525 东东东南南南西西北北 无将 0.044117647058823525
3322 1 0.17647058823529413 东东东南南南西西北北 有将 0.17647058823529413
3323 0 0.058823529411764705 东东东南南南西西北北北 无将 0.058823529411764705
3330 0 1.0 东东东南南南西西西 无将 1.0
2303 0 0.0392156862745098 东东南南南北北北 无将 0.0392156862745098
3323 1 1.0 东东东南南南西西北北北 有将 1.0
3330 1 0.13445378151260504 东东东南南南西西西 有将 0.13445378151260504
2303 1 1.0 东东南南南北北北 有将 1.0
2310 0 0.00784313725490196 东东南南南西 无将 0.00784313725490196
2310 1 0.06060606060606061 东东南南南西 有将 0.06060606060606061
2304 0 0.0196078431372549 东东南南南北北北北 无将 0.0196078431372549
2304 1 0.16470588235294117 东东南南南北北北北 有将 0.16470588235294117
3331 0 0.046218487394957986 东东东南南南西西西北 无将 0.046218487394957986
3331 1 0.18487394957983191 东东东南南南西西西北 有将 0.18487394957983191
2311 0 0.019263845889232887 东东南南南西北 无将 0.019263845889232887
2311 1 0.08359133126934985 东东南南南西北 有将 0.08359133126934985
3333 0 1.0 东东东南南南西西西北北北 无将 1.0
3333 1 0.0784313725490196 东东东南南南西西西北北北 有将 0.0784313725490196
2313 0 1.0 东东南南南西北北北 无将 1.0
2313 1 0.11764705882352942 东东南南南西北北北 有将 0.11764705882352942
2312 0 0.03676470588235294 东东南南南西北北 无将 0.03676470588235294
2312 1 1.0 东东南南南西北北 有将 1.0
3340 0 0.06862745098039216 东东东南南南西西西西 无将 0.06862745098039216
3340 1 0.23529411764705885 东东东南南南西西西西 有将 0.23529411764705885
3332 0 0.058823529411764705 东东东南南南西西西北北 无将 0.058823529411764705
3332 1 1.0 东东东南南南西西西北北 有将 1.0
3334 0 0.0392156862745098 东东东南南南西西西北北北北 无将 0.0392156862745098
3334 1 0.1568627450980392 东东东南南南西西西北北北北 有将 0.1568627450980392
2320 0 0.019992310649750097 东东南南南西西 无将 0.019992310649750097
2320 1 0.11591695501730101 东东南南南西西 有将 0.11591695501730101
3344 0 0.058823529411764705 东东东南南南西西西西北北北北 无将 0.058823529411764705
3344 1 1.0 东东东南南南西西西西北北北北 有将 1.0
3342 0 1.0 东东东南南南西西西西北北 无将 1.0
3342 1 0.11764705882352941 东东东南南南西西西西北北 有将 0.11764705882352941
3343 0 0.0392156862745098 东东东南南南西西西西北北北 无将 0.0392156862745098
3343 1 0.1568627450980392 东东东南南南西西西西北北北 有将 0.1568627450980392
1300 0 0.016993464052287584 东南南南 无将 0.016993464052287584
1300 1 0.07843137254901959 东南南南 有将 0.07843137254901959
2314 0 0.06274509803921569 东东南南南西北北北北 无将 0.06274509803921569
1301 0 0.034526854219948847 东南南南北 无将 0.034526854219948847
2314 1 0.21176470588235294 东东南南南西北北北北 有将 0.21176470588235294
1301 1 1.0 东南南南北 有将 1.0
3341 0 0.0784313725490196 东东东南南南西西西西北 无将 0.0784313725490196
3341 1 1.0 东东东南南南西西西西北 有将 1.0
1302 0 0.00784313725490196 东南南南北北 无将 0.00784313725490196
1302 1 0.06060606060606061 东南南南北北 有将 0.06060606060606061
1303 0 0.022549019607843137 东南南南北北北 无将 0.022549019607843137
2330 0 0.0392156862745098 东东南南南西西西 无将 0.0392156862745098
1303 1 0.1196078431372549 东南南南北北北 有将 0.1196078431372549
2330 1 1.0 东东南南南西西西 有将 1.0
1304 0 0.05392156862745098 东南南南北北北北 无将 0.05392156862745098
2321 0 0.03676470588235294 东东南南南西西北 无将 0.03676470588235294
1304 1 1.0 东南南南北北北北 有将 1.0
2321 1 1.0 东东南南南西西北 有将 1.0
2324 0 0.0784313725490196 东东南南南西西北北北北 无将 0.0784313725490196
2324 1 1.0 东东南南南西西北北北北 有将 1.0
1310 0 0.034526854219948847 东南南南西 无将 0.034526854219948847
1310 1 1.0 东南南南西 有将 1.0
2331 0 1.0 东东南南南西西西北 无将 1.0
2331 1 0.11764705882352942 东东南南南西西西北 有将 0.11764705882352942
2322 0 1.0 东东南南南西西北北 无将 1.0
2322 1 0.1045751633986928 东东南南南西西北北 有将 0.1045751633986928
2323 0 0.044117647058823525 东东南南南西西北北北 无将 0.044117647058823525
2323 1 0.17647058823529413 东东南南南西西北北北 有将 0.17647058823529413
1311 0 1.0 东南南南西北 无将 1.0
1311 1 0.0718954248366013 东南南南西北 有将 0.0718954248366013
1313 0 0.037815126050420166 东南南南西北北北 无将 0.037815126050420166
1313 1 1.0 东南南南西北北北 有将 1.0
1312 0 0.019263845889232887 东南南南西北北 无将 0.019263845889232887
1312 1 0.08359133126934985 东南南南西北北 有将 0.08359133126934985
2340 0 0.0196078431372549 东东南南南西西西西 无将 0.0196078431372549
2340 1 0.16470588235294117 东东南南南西西西西 有将 0.16470588235294117
1314 0 1.0 东南南南西北北北北 无将 1.0
1314 1 0.18823529411764706 东南南南西北北北北 有将 0.18823529411764706
2334 0 1.0 东东南南南西西西北北北北 无将 1.0
2334 1 0.11764705882352941 东东南南南西西西北北北北 有将 0.11764705882352941
1320 0 0.00784313725490196 东南南南西西 无将 0.00784313725490196
1320 1 0.06060606060606061 东南南南西西 有将 0.06060606060606061
2341 0 0.06274509803921569 东东南南南西西西西北 无将 0.06274509803921569
2341 1 0.21176470588235294 东东南南南西西西西北 有将 0.21176470588235294
2342 0 0.0784313725490196 东东南南南西西西西北北 无将 0.0784313725490196
2342 1 1.0 东东南南南西西西西北北 有将 1.0
2333 0 0.058823529411764705 东东南南南西西西北北北 无将 0.058823529411764705
2333 1 1.0 东东南南南西西西北北北 有将 1.0
300 0 1.0 南南南 无将 1.0
300 1 0.06654783125371361 南南南 有将 0.06654783125371361
1321 0 0.019263845889232887 东南南南西西北 无将 0.019263845889232887
1321 1 0.08359133126934985 东南南南西西北 有将 0.08359133126934985
301 0 0.016993464052287584 南南南北 无将 0.016993464052287584
301 1 0.07843137254901959 南南南北 有将 0.07843137254901959
2344 0 0.058823529411764705 东东南南南西西西西北北北北 无将 0.058823529411764705
2344 1 0.23529411764705882 东东南南南西西西西北北北北 有将 0.23529411764705882
302 0 0.0350140056022409 南南南北北 无将 0.0350140056022409
303 0 1.0 南南南北北北 无将 1.0
303 1 0.08496732026143793 南南南北北北 有将 0.08496732026143793
302 1 1.0 南南南北北 有将 1.0
2332 0 0.044117647058823525 东东南南南西西西北北 无将 0.044117647058823525
2332 1 0.17647058823529413 东东南南南西西西北北 有将 0.17647058823529413
304 0 0.036601307189542485 南南南北北北北 无将 0.036601307189542485
304 1 0.0915032679738562 南南南北北北北 有将 0.0915032679738562
4400 0 0.08235294117647059 东东东东南南南南 无将 0.08235294117647059
4400 1 0.11764705882352941 东东东东南南南南 有将 0.11764705882352941
1322 0 0.03676470588235294 东南南南西西北北 无将 0.03676470588235294
1322 1 1.0 东南南南西西北北 有将 1.0
4401 0 1.0 东东东东南南南南北 无将 1.0
4401 1 0.3137254901960784 东东东东南南南南北 有将 0.3137254901960784
2343 0 1.0 东东南南南西西西西北北北 无将 1.0
2343 1 0.11764705882352941 东东南南南西西西西北北北 有将 0.11764705882352941
1330 0 0.022549019607843137 东南南南西西西 无将 0.022549019607843137
1330 1 0.1196078431372549 东南南南西西西 有将 0.1196078431372549
1323 0 1.0 东南南南西西北北北 无将 1.0
1323 1 0.11764705882352942 东南南南西西北北北 有将 0.11764705882352942
1324 0 0.06274509803921569 东南南南西西北北北北 无将 0.06274509803921569
1324 1 0.21176470588235294 东南南南西西北北北北 有将 0.21176470588235294
310 0 0.016993464052287584 南南南西 无将 0.016993464052287584
310 1 0.07843137254901959 南南南西 有将 0.07843137254901959
4402 0 0.09803921568627451 东东东东南南南南北北 无将 0.09803921568627451
4402 1 0.33333333333333326 东东东东南南南南北北 有将 0.33333333333333326
1331 0 0.037815126050420166 东南南南西西西北 无将 0.037815126050420166
1331 1 1.0 东南南南西西西北 有将 1.0
4404 0 1.0 东东东东南南南南北北北北 无将 1.0
4404 1 0.47058823529411764 东东东东南南南南北北北北 有将 0.47058823529411764
1332 0 1.0 东南南南西西西北北 无将 1.0
1332 1 0.11764705882352942 东南南南西西西北北 有将 0.11764705882352942
4403 0 0.11764705882352941 东东东东南南南南北北北 无将 0.11764705882352941
4403 1 1.0 东东东东南南南南北北北 有将 1.0
311 0 0.034526854219948847 南南南西北 无将 0.034526854219948847
311 1 1.0 南南南西北 有将 1.0
313 0 0.022549019607843137 南南南西北北北 无将 0.022549019607843137
313 1 0.1196078431372549 南南南西北北北 有将 0.1196078431372549
312 0 0.00784313725490196 南南南西北北 无将 0.00784313725490196
312 1 0.06060606060606061 南南南西北北 有将 0.06060606060606061
4410 0 1.0 东东东东南南南南西 无将 1.0
4410 1 0.3137254901960784 东东东东南南南南西 有将 0.3137254901960784
314 0 0.05392156862745098 南南南西北北北北 无将 0.05392156862745098
314 1 1.0 南南南西北北北北 有将 1.0
1340 0 0.05392156862745098 东南南南西西西西 无将 0.05392156862745098
1340 1 1.0 东南南南西西西西 有将 1.0
4411 0 0.09803921568627451 东东东东南南南南西北 无将 0.09803921568627451
4411 1 0.392156862745098 东东东东南南南南西北 有将 0.392156862745098
4413 0 1.0 东东东东南南南南西北北北 无将 1.0
4413 1 0.23529411764705882 东东东东南南南南西北北北 有将 0.23529411764705882
4412 0 0.11764705882352941 东东东东南南南南西北北 无将 0.11764705882352941
4412 1 1.0 东东东东南南南南西北北 有将 1.0
320 0 0.0350140056022409 南南南西西 无将 0.0350140056022409
320 1 1.0 南南南西西 有将 1.0
1334 0 0.0784313725490196 东南南南西西西北北北北 无将 0.0784313725490196
1334 1 1.0 东南南南西西西北北北北 有将 1.0
1341 0 1.0 东南南南西西西西北 无将 1.0
1341 1 0.18823529411764706 东南南南西西西西北 有将 0.18823529411764706
321 0 0.00784313725490196 南南南西西北 无将 0.00784313725490196
321 1 0.06060606060606061 南南南西西北 有将 0.06060606060606061
1333 0 0.046218487394957986 东南南南西西西北北北 无将 0.046218487394957986
1333 1 0.18487394957983191 东南南南西西西北北北 有将 0.18487394957983191
4414 0 0.11764705882352941 东东东东南南南南西北北北北 无将 0.11764705882352941
4414 1 0.47058823529411764 东东东东南南南南西北北北北 有将 0.47058823529411764
1344 0 1.0 东南南南西西西西北北北北 无将 1.0
1344 1 0.23529411764705882 东南南南西西西西北北北北 有将 0.23529411764705882
322 0 0.019992310649750097 南南南西西北北 无将 0.019992310649750097
322 1 0.11591695501730101 南南南西西北北 有将 0.11591695501730101
324 0 0.0196078431372549 南南南西西北北北北 无将 0.0196078431372549
324 1 0.16470588235294117 南南南西西北北北北 有将 0.16470588235294117
323 0 0.0392156862745098 南南南西西北北北 无将 0.0392156862745098
323 1 1.0 南南南西西北北北 有将 1.0
3400 0 0.036601307189542485 东东东南南南南 无将 0.036601307189542485
3400 1 0.0915032679738562 东东东南南南南 有将 0.0915032679738562
1342 0 0.06274509803921569 东南南南西西西西北北 无将 0.06274509803921569
1342 1 0.21176470588235294 东南南南西西西西北北 有将 0.21176470588235294
4422 0 1.0 东东东东南南南南西西北北 无将 1.0
4422 1 0.1568627450980392 东东东东南南南南西西北北 有将 0.1568627450980392
1343 0 0.0784313725490196 东南南南西西西西北北北 无将 0.0784313725490196
1343 1 1.0 东南南南西西西西北北北 有将 1.0
3401 0 0.05392156862745098 东东东南南南南北 无将 0.05392156862745098
3401 1 1.0 东东东南南南南北 有将 1.0
4420 0 0.09803921568627451 东东东东南南南南西西 无将 0.09803921568627451
4420 1 0.33333333333333326 东东东东南南南南西西 有将 0.33333333333333326
330 0 1.0 南南南西西西 无将 1.0
330 1 0.08496732026143793 南南南西西西 有将 0.08496732026143793
4424 0 0.11764705882352941 东东东东南南南南西西北北北北 无将 0.11764705882352941
4424 1 1.0 东东东东南南南南西西北北北北 有将 1.0
4423 0 0.058823529411764705 东东东东南南南南西西北北北 无将 0.058823529411764705
4423 1 0.23529411764705882 东东东东南南南南西西北北北 有将 0.23529411764705882
3402 0 0.0196078431372549 东东东南南南南北北 无将 0.0196078431372549
3402 1 0.16470588235294117 东东东南南南南北北 有将 0.16470588235294117
331 0 0.022549019607843137 南南南西西西北 无将 0.022549019607843137
331 1 0.1196078431372549 南南南西西西北 有将 0.1196078431372549
4421 0 0.11764705882352941 东东东东南南南南西西北 无将 0.11764705882352941
4421 1 1.0 东东东东南南南南西西北 有将 1.0
332 0 0.0392156862745098 南南南西西西北北 无将 0.0392156862745098
332 1 1.0 南南南西西西北北 有将 1.0
4433 0 0.058823529411764705 东东东东南南南南西西西北北北 无将 0.058823529411764705
4433 1 1.0 东东东东南南南南西西西北北北 有将 1.0
4430 0 0.11764705882352941 东东东东南南南南西西西 无将 0.11764705882352941
4430 1 1.0 东东东东南南南南西西西 有将 1.0
3404 0 0.11764705882352941 东东东南南南南北北北北 无将 0.11764705882352941
3404 1 1.0 东东东南南南南北北北北 有将 1.0
3403 0 0.06862745098039216 东东东南南南南北北北 无将 0.06862745098039216
3403 1 0.23529411764705885 东东东南南南南北北北 有将 0.23529411764705885
3410 0 0.05392156862745098 东东东南南南南西 无将 0.05392156862745098
3410 1 1.0 东东东南南南南西 有将 1.0
333 0 1.0 南南南西西西北北北 无将 1.0
333 1 0.13445378151260504 南南南西西西北北北 有将 0.13445378151260504
334 0 0.06862745098039216 南南南西西西北北北北 无将 0.06862745098039216
4431 0 1.0 东东东东南南南南西西西北 无将 1.0
334 1 0.23529411764705885 南南南西西西北北北北 有将 0.23529411764705885
4431 1 0.23529411764705882 东东东东南南南南西西西北 有将 0.23529411764705882
4432 0 0.058823529411764705 东东东东南南南南西西西北北 无将 0.058823529411764705
4432 1 0.23529411764705882 东东东东南南南南西西西北北 有将 0.23529411764705882
340 0 0.036601307189542485 南南南西西西西 无将 0.036601307189542485
340 1 0.0915032679738562 南南南西西西西 有将 0.0915032679738562
3411 0 1.0 东东东南南南南西北 无将 1.0
3411 1 0.18823529411764706 东东东南南南南西北 有将 0.18823529411764706
341 0 0.05392156862745098 南南南西西西西北 无将 0.05392156862745098
341 1 1.0 南南南西西西西北 有将 1.0
342 0 0.0196078431372549 南南南西西西西北北 无将 0.0196078431372549
342 1 0.16470588235294117 南南南西西西西北北 有将 0.16470588235294117
4440 0 1.0 东东东东南南南南西西西西 无将 1.0
4440 1 0.47058823529411764 东东东东南南南南西西西西 有将 0.47058823529411764
